Settlement Main,Settlement Alt,Area (alt-map resource sheet),Sub-Area (alt-map resource sheet),Region Code Main,Region Code Alt,Official Area,Resource Sheet Area,order,Comment,Landscape,Climates,offset,Fertility,Port level,Riverport,Irrigation,Earthquakes (not used yet),complete,Hidden resources,comment,rss done,,,,Item,Hidden resource
Brigantium,Brigantium,Britannia,North England,Brigantia,Brigantia,Britannia,Britannia,8,,Hills,Oceanic,-1,5,Trade Port,Yes,River,No,OK,"Farm5, hills, oceanic, base_port_level_1, rivertrade, irrigation_river",,,,,,,
Castrum Itunae,Castrum Itunae,Britannia,North England,Ituna_Aestuarium,Ituna_Aestuarium,Britannia,Britannia,8,,Hills,Oceanic,-1,5,Trade Port,No,Lake,No,OK,"Farm5, hills, oceanic, base_port_level_1, irrigation_lake",,,,,,,
Oppidum Brigantum,,,,Brigantia_Centralis,,Britannia,,8,Missing in Alt,River Valley,Oceanic,-2,8,Dockyard,Yes,River,No,OK,"Farm8, river_valley, oceanic, base_port_level_3, rivertrade, irrigation_river",,,,,,,
Oppidum Corieltauviorum,,,,Corieltauvia_Orientalis,,Britannia,,8,Missing in Alt,Wetlands/Swamps/Marshes,Oceanic,1,7,Shipwright,Yes,River,No,OK,"Farm7, wetlands, oceanic, base_port_level_2, rivertrade, irrigation_river",,,,,,,
Oppidum Ordovicum,Oppidum Ordovicum,Britannia,Wales,Ordovicia_Meridionalis,Ordovicia_Orientalis,Britannia,Britannia,8,Name Change,Plateau,Oceanic,-1,4,Trade Port,No,River,No,OK,"Farm4, plateau, oceanic, base_port_level_1, irrigation_river",,,,,,,
Viroconium,Viroconium,Britannia,Central England,Cornovia_Meridionalis,Cornovia_Meridionalis,Britannia,Britannia,8,,Forest,Oceanic,0,6,No port,No,River,No,OK,"Farm6, forest, oceanic, irrigation_river",,,,,,,
Castrum Hebudum,Castrum Hebudum,Britannia,Scotland,Hebudes,Hebudes,Britannia,Britannia,8,,Small Islands/Rocky Coast,Continental,-2,2,Shipwright,No,Springs,No,OK,"Farm2, small_islands_and_rocky_coast, continental, base_port_level_2, irrigation_springs",,,,,,,
,Castrum Dumnaorum,Britannia,Scotland,,Dumna,Britannia,Britannia,8,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Castrum Catuvellaunorum,Castrum Catuvellaunorum,Britannia,South England,Catuvellaunia_Occidentalis,Catuvellaunia_Tamesica,Britannia,Britannia,8,Name Change,River Valley,Oceanic,-1,9,No port,Yes,River,No,OK,"Farm9, river_valley, oceanic, rivertrade, irrigation_river",,,,,,,
Oppidum Dobunnorum,,,,Dobunnia_Meridionalis,,Britannia,,8,Missing in Alt,Wetlands/Swamps/Marshes,Oceanic,-2,4,Trade Port,Yes,Springs,No,OK,"Farm4, wetlands, oceanic, base_port_level_1, rivertrade, irrigation_springs",,,,,,,
Laberus,,,,Ivernia_Centralis,,Britannia,,8,Missing in Alt,Grassland,Oceanic,-2,7,Shipwright,Yes,River,No,OK,"Farm7, grassland, oceanic, base_port_level_2, rivertrade, irrigation_river",,,,,,,
,Boderium,Britannia,Scotland,,Boderia_Aestuarium,Britannia,Britannia,8,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Castrum Smertarum,,,,Smertaea-Caerenia,,Britannia,,8,Missing in Alt,Karst Terrain,Oceanic,-2,2,Trade Port,No,Lake,No,OK,"Farm2, karst_terrain, oceanic, base_port_level_1, irrigation_lake",,,,,,,
Castrum Brigantum,,,,Brigantia_Orientalis,,Britannia,,8,Missing in Alt,Grassland,Oceanic,-2,7,Trade Port,No,Springs,No,OK,"Farm7, grassland, oceanic, base_port_level_1, irrigation_springs",,,,,,,
Oppidum Trinobantia,,,,Trinobantia_Orientalis,,Britannia,,8,Missing in Alt,Wetlands/Swamps/Marshes,Oceanic,0,6,Trade Port,No,River,No,OK,"Farm6, wetlands, oceanic, base_port_level_1, irrigation_river",,,,,,,
Castrum Monae,Castrum Monae,Britannia,Wales,Mona,Mona,Britannia,Britannia,8,,Small Islands/Rocky Coast,Oceanic,1,6,Shipwright,No,Lake,No,OK,"Farm6, small_islands_and_rocky_coast, oceanic, base_port_level_2, irrigation_lake",,,,,,,
Oppidum Cantiacorum,Durobrivae,Britannia,South England,Cantiacia_Orientalis,Cantiacia,Britannia,Britannia,8,Name Change,Grassland,Oceanic,-2,7,Dockyard,No,Springs,No,OK,"Farm7, grassland, oceanic, base_port_level_3, irrigation_springs",,,,,,,
Castrum Monaodum,Castrum Monaodum,Britannia,Ireland,Monaodea,Monaodea,Britannia,Britannia,8,,Small Islands/Rocky Coast,Oceanic,-1,4,Shipwright,No,Springs,No,OK,"Farm4, small_islands_and_rocky_coast, oceanic, base_port_level_2, irrigation_springs",,,,,,,
Castrum Vacomagorum,Castrum Vacomagorum,Britannia,Scotland,Vacomagia,Vacomagia,Britannia,Britannia,8,,Hills,Oceanic,-1,5,Shipwright,No,River,No,OK,"Farm5, hills, oceanic, base_port_level_2, irrigation_river",,,,,,,
Ivernis,,,,Ivernia_Meridionalis,,Britannia,,8,Missing in Alt,Wetlands/Swamps/Marshes,Oceanic,0,6,Dockyard,No,Lake,No,OK,"Farm6, wetlands, oceanic, base_port_level_3, irrigation_lake",,,,,,,
GERMANIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Tecelia,Tecelia,Germania,Upper Germania,Chaucia_Minor,Chaucia_Minor,Germania,Germania,9,,River Valley,Oceanic,-2,8,Shipwright,Yes,River,No,OK,"Farm8, river_valley, oceanic, base_port_level_2, rivertrade, irrigation_river",,,,,,,
Susudata,Susudata,Germania,Upper Germania,Semnonia,Semnonia,Germania,Germania,9,,Forest,Continental,-1,4,No port,Yes,River,No,OK,"Farm4, forest, continental, rivertrade, irrigation_river",,,,,,,
Galaegia,Lupfurdum,Germania,Central Germania,Marcomannia_Vetus,Marcomannia_Vetus,Germania,Germania,9,Name Change,Forest,Continental,0,5,No port,Yes,River,No,OK,"Farm5, forest, continental, rivertrade, irrigation_river",,,,,,,
Marionis,Marionis,Germania,Upper Germania,Langobardia,Langobardia,Germania,Germania,9,,Wetlands/Swamps/Marshes,Oceanic,0,6,Trade Port,Yes,River,No,OK,"Farm6, wetlands, oceanic, base_port_level_1, rivertrade, irrigation_river",,,,,,,
,Fundusium,Germania,Scandinavia,,Fundusia,Germania,Germania,9,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Gutum,Gautum,Germania,Scandinavia,Gutia,Gautia,Germania,Germania,9,Name Change,Grassland,Continental,-1,7,Shipwright,Yes,Lake,No,OK,"Farm7, grassland, continental, base_port_level_2, rivertrade, irrigation_lake",,,,,,,
Venedium,Venedium,Steppes,Baltics/Poland,Venedia,Venedia,Germania,Steppes,15,Wrong Area,Forest,Continental,0,5,No port,Yes,River,No,OK,"Farm5, forest, continental, rivertrade, irrigation_river",,,,,,,
Aestium,Aestium,Steppes,Baltics/Poland,Aestia,Aestia,Germania,Steppes,15,Wrong Area,Wetlands/Swamps/Marshes,Continental,0,5,Shipwright,Yes,River,No,OK,"Farm5, wetlands, continental, base_port_level_2, rivertrade, irrigation_river",,,,,,,
Mersovium,Cistuia,Germania,Central Germania,Hermunduria,Hermunduria,Germania,Germania,9,Name Change,Wetlands/Swamps/Marshes,Continental,-1,4,No port,Yes,River,No,OK,"Farm4, wetlands, continental, rivertrade, irrigation_river",,,,,,,
Ascalingium,Ascalingium,Germania,Upper Germania,Cheruscia,Cheruscia,Germania,Germania,9,,Forest,Oceanic,0,6,No port,Yes,River,No,OK,"Farm6, forest, oceanic, rivertrade, irrigation_river",,,,,,,
Mattium,Mattium,Germania,Central Germania,Mattiaca,Mattiaca,Germania,Germania,9,,Forest,Continental,1,6,No port,No,River,No,OK,"Farm6, forest, continental, irrigation_river",,,,,,,
Sugambrium,Sugambrium,Germania,Central Germania,Sugambria,Sugambria,Germania,Germania,9,,Hills,Oceanic,1,7,No port,Yes,River,No,OK,"Farm7, hills, oceanic, rivertrade, irrigation_river",,,,,,,
Tencterium,Tencterium,Germania,Central Germania,Tencteria_Vetus,Tencteria_Vetus,Germania,Germania,9,,River Valley,Temperate,-2,8,No port,Yes,River,No,OK,"Farm8, river_valley, temperate, rivertrade, irrigation_river",,,,,,,
Redintuinum,Stragona,Germania,Central Germania,Quadia_Vetus,Quadia_Vetus,Germania,Germania,9,Name Change,Hills,Continental,1,6,No port,No,River,No,OK,"Farm6, hills, continental, irrigation_river",,,,,,,
Hillevionum,Hillevionum,Germania,Scandinavia,Hillevionia,Hillevionia,Germania,Germania,9,,Forest,Continental,1,6,Shipwright,No,Lake,No,OK,"Farm6, forest, continental, base_port_level_2, irrigation_lake",,,,,,,
Rugium,Rugium,Germania,Scandinavia,Rugia,Rugia,Germania,Germania,9,,Mountains,Sub-artic,0,2,Shipwright,No,Lake,No,OK,"Farm2, mountains, sub_artic, base_port_level_2, irrigation_lake",,,,,,,
Finnium,Finnium,Steppes,Baltics/Poland,Finnia,Finnia,Germania,Steppes,15,Wrong Area,Forest,Sub-artic,0,3,Shipwright,Yes,Lake,No,OK,"Farm3, forest, sub_artic, base_port_level_2, rivertrade, irrigation_lake",,,,,,,
Harium,Setidava,Germania,Upper Germania,Haria,Haria,Germania,Germania,9,Name Change,,,,,,,,,,#N/A,,,,,,,
Calisia,Calisia,Germania,Central Germania,Buria,Buria,Germania,Germania,9,,Forest,Continental,0,5,No port,Yes,River,No,OK,"Farm5, forest, continental, rivertrade, irrigation_river",,,,,,,
Manimium,Colancorum,Germania,Central Germania,Manimia-Haria,Manimia,Germania,Germania,9,New Name Change,Forest,Continental,-1,4,No port,Yes,River,No,OK,"Farm4, forest, continental, rivertrade, irrigation_river",,,,,,,
Helisium,Helisium,Germania,Central Germania,Helisia,Helisia,Germania,Germania,9,Last Cut,,,,,,,,,,#N/A,or wetlands,,,,,,
Leucaristus,Leucaristus,Germania,Central Germania,Naharvalia,Naharvalia,Germania,Germania,9,,Forest,Continental,-1,4,No port,Yes,River,No,OK,"Farm4, forest, continental, rivertrade, irrigation_river",,,,,,,
Daucionum,Daucionum,Germania,Scandinavia,Daucionia,Daucionia,Germania,Germania,9,,Grassland,Continental,-1,7,Dockyard,No,Lake,No,OK,"Farm7, grassland, continental, base_port_level_3, irrigation_lake",,,,,,,
Oppidum Gutarum,Firaesum,Germania,Scandinavia,Insula_Gutarum,Firaesia,Germania,Germania,9,Name Change,Small Islands/Rocky Coast,Continental,1,5,Shipwright,No,No,No,OK,"Farm5, small_islands_and_rocky_coast, continental, base_port_level_2",,,,,,,
Fabiranum,Fabiranum,Germania,Upper Germania,Chaucia_Maior,Chaucia_Maior,Germania,Germania,9,,Wetlands/Swamps/Marshes,Oceanic,-1,5,Trade Port,Yes,River,No,OK,"Farm5, wetlands, oceanic, base_port_level_1, rivertrade, irrigation_river",,,,,,,
Chaedinium,Chaedinium,Germania,Scandinavia,Chaedinia,Chaedinia,Germania,Germania,9,,Forest,Sub-artic,1,4,Shipwright,Yes,Lake,No,OK,"Farm4, forest, sub_artic, base_port_level_2, rivertrade, irrigation_lake",,,,,,,
Favonaeum-Firaesium,Favonium,Germania,Scandinavia,Favonaea-Firaesia,Favonia,Germania,Germania,9,Name Change,Grassland,Continental,-2,6,Trade Port,No,Lake,No,OK,"Farm6, grassland, continental, base_port_level_1, irrigation_lake",,,,,,,
Suionium,,,,Suionia,,Germania,,9,Missing in Alt,Forest,Continental,0,5,Shipwright,No,Lake,No,OK,"Farm5, forest, continental, base_port_level_2, irrigation_lake",,,,,,,
Veltaeum,,,,Veltaea,,Germania,,9,Missing in Alt,Forest,Continental,-1,4,Shipwright,Yes,River,No,OK,"Farm4, forest, continental, base_port_level_2, rivertrade, irrigation_river",,,,,,,
Castrum Osiorum,Osium,Steppes,Baltics/Poland,Insula_Osiorum,Insula_Osiorum,Germania,Steppes,15,Name Change,Small Islands/Rocky Coast,Continental,-1,3,Shipwright,No,No,No,OK,"Farm3, small_islands_and_rocky_coast, continental, base_port_level_2",,,,,,,
Avionium,Avionium,Germania,Scandinavia,Avionia,Avionia,Germania,Germania,9,,Wetlands/Swamps/Marshes,Oceanic,0,6,Shipwright,Yes,River,No,OK,"Farm6, wetlands, oceanic, base_port_level_2, rivertrade, irrigation_river",,,,,,,
Eudosium,Eudosium,Germania,Scandinavia,Eudosia,Eudosia,Germania,Germania,9,,Grassland,Continental,-2,6,Trade Port,No,River,No,OK,"Farm6, grassland, continental, base_port_level_1, irrigation_river",,,,,,,
Cimbrium,Cimbrium,Germania,Scandinavia,Cimbria,Cimbria,Germania,Germania,9,,Wetlands/Swamps/Marshes,Oceanic,-1,5,Shipwright,No,No,No,OK,"Farm5, wetlands, oceanic, base_port_level_2",,,,,,,
Frisium,Frisium,Gaul,Belgium,Frisia,Frisia,Germania,Gaul,5,Wrong Area,Wetlands/Swamps/Marshes,Oceanic,-2,4,Shipwright,Yes,Lake,No,OK,"Farm4, wetlands, oceanic, base_port_level_2, rivertrade, irrigation_lake",,,,,,,
Siatutanda,Siatutanda,Germania,Upper Germania,Bructeria_Maior,Bructeria_Maior,Germania,Germania,9,,Wetlands/Swamps/Marshes,Oceanic,-2,4,No port,Yes,River,No,OK,"Farm4, wetlands, oceanic, rivertrade, irrigation_river",,,,,,,
Teuderium,Teuderium,Gaul,Belgium,Chamavia,Chamavia,Germania,Gaul,5,Wrong Area,Forest,Oceanic,-1,5,Needs Harbour,Yes,River,No,OK,"Farm5, forest, oceanic, base_port_level_0, rivertrade, irrigation_river",,,,,,,
Coeonoenum,Laciburgium,Germania,Upper Germania,Varinia,Varinia,Germania,Germania,9,Name Change,Wetlands/Swamps/Marshes,Continental,-1,4,Dockyard,Yes,Lake,No,OK,"Farm4, wetlands, continental, base_port_level_3, rivertrade, irrigation_lake",,,,,,,
Bunitium,Bunitium,Germania,Upper Germania,Sidonia_Vetus,Sidonia_Occidentalis,Germania,Germania,9,Name Change,Forest,Continental,-1,4,Trade Port,Yes,River,No,OK,"Farm4, forest, continental, base_port_level_1, rivertrade, irrigation_river",,,,,,,
Scurgum,Scurgum,Germania,Upper Germania,Bastarnia_Vetus,Bastarnia_Vetus,Germania,Germania,9,,Forest,Continental,-1,4,Needs Harbour,No,Lake,No,OK,"Farm4, forest, continental, base_port_level_0, irrigation_lake",,,,,,,
Ascaucalis,Ascaucalis,Germania,Upper Germania,Sciria,Sciria,Germania,Germania,9,,River Valley,Continental,-1,8,No port,Yes,River,No,OK,"Farm8, river_valley, continental, rivertrade, irrigation_river",,,,,,,
Helveconium,Helveconium,Germania,Upper Germania,Helveconia-Helisia,Helveconia,Germania,Germania,9,New Name Change,Wetlands/Swamps/Marshes,Continental,0,5,No port,Yes,River,No,OK,"Farm5, wetlands, continental, rivertrade, irrigation_river",,,,,,,
Didunium,Lugidunum,Germania,Central Germania,Didunia,Didunia,Germania,Germania,9,Name Change,Forest,Continental,0,5,No port,Yes,River,No,OK,"Farm5, forest, continental, rivertrade, irrigation_river",,,,,,,
Hirrium,,,,Hirria,,Germania,,9,Missing in Alt,Forest,Continental,-1,4,No port,Yes,River,No,OK,"Farm4, forest, continental, rivertrade, irrigation_river",or wetlands,,,,,,
Galindium,,,,Galindia,,Germania,,9,Missing in Alt,Wetlands/Swamps/Marshes,Continental,-1,4,No port,Yes,Lake,No,OK,"Farm4, wetlands, continental, rivertrade, irrigation_lake",or forest,,,,,,
Sudenium,,,,Sudenia,,Germania,,9,Missing in Alt,Forest,Continental,-1,4,No port,No,Lake,No,OK,"Farm4, forest, continental, irrigation_lake",,,,,,,
Tulisurgium,Tulisurgium,Germania,Central Germania,Fosia,Fosia,Germania,Germania,9,,Karst Terrain,Continental,1,4,No port,No,Springs,No,OK,"Farm4, karst_terrain, continental, irrigation_springs",,,,,,,
Variscium,Variscium,Germania,Central Germania,Variscia,Variscia,Germania,Germania,9,,Forest,Continental,1,6,No port,Yes,River,No,OK,"Farm6, forest, continental, rivertrade, irrigation_river",,,,,,,
Canduum,Luppia,Germania,Central Germania,Chattia,Chattia,Germania,Germania,9,Name Change,Forest,Continental,2,7,No port,Yes,River,No,OK,"Farm7, forest, continental, rivertrade, irrigation_river",,,,,,,
Bicurgium,Canduum,Germania,Central Germania,Canninefatia_Vetus,Canninefatia_Vetus,Germania,Germania,9,Name Change,Grassland,Continental,-1,7,No port,Yes,River,No,OK,"Farm7, grassland, continental, rivertrade, irrigation_river",salt and prophery stone,,,,,,
Burgundium,Burgundium,Germania,Scandinavia,Burgundia,Burgundia,Germania,Germania,9,,Small Islands/Rocky Coast,Continental,0,4,Shipwright,No,No,No,OK,"Farm4, small_islands_and_rocky_coast, continental, base_port_level_2",,,,,,,
Anglium,,,,Anglia,,Germania,,9,Missing in Alt,Forest,Oceanic,-1,5,Shipwright,No,Lake,No,OK,"Farm5, forest, oceanic, base_port_level_2, irrigation_lake",,,,,,,
Suardonium,,,,Suardonia,,Germania,,9,Missing in Alt,Grassland,Continental,-1,7,Shipwright,No,No,No,OK,"Farm7, grassland, continental, base_port_level_2",,,,,,,
Nuithonium,Nuithonium,Germania,Scandinavia,Nuithonia,Nuithonia,Germania,Germania,9,,Grassland,Continental,-2,6,Dockyard,No,Lake,No,OK,"Farm6, grassland, continental, base_port_level_3, irrigation_lake",,,,,,,
Castrum Gutarum,Castrum Gautorum,Germania,Scandinavia,Gutia_Orientalis,Gautia_Orientalis,Germania,Germania,9,Name Change,Forest,Continental,-1,4,Trade Port,No,Lake,No,OK,"Farm4, forest, continental, base_port_level_1, irrigation_lake",,,,,,,
Carbonium,,,,Carbonia,,Germania,,9,Missing in Alt,Wetlands/Swamps/Marshes,Sub-artic,0,3,No port,Yes,River,No,OK,"Farm3, wetlands, sub_artic, rivertrade, irrigation_river",,,,,,,
Stavanium,,,,Stavania,,Germania,,9,Missing in Alt,Forest,Continental,-1,4,No port,Yes,River,No,OK,"Farm4, forest, continental, rivertrade, irrigation_river",,,,,,,
Igyllionium,,,,Igyllionia,,Germania,,9,Missing in Alt,Wetlands/Swamps/Marshes,Continental,-2,3,No port,Yes,River,No,OK,"Farm3, wetlands, continental, rivertrade, irrigation_river",,,,,,,
Careotaeum,,,,Careotaea,,Germania,,9,Missing in Alt,Forest,Continental,-1,4,No port,Yes,River,No,OK,"Farm4, forest, continental, rivertrade, irrigation_river",,,,,,,
Salium,,,,Salia,,Germania,,9,Missing in Alt,Forest,Sub-artic,0,3,No port,Yes,River,No,OK,"Farm3, forest, sub_artic, rivertrade, irrigation_river",,,,,,,
Ampsivarium,,,,Ampsivaria,,Germania,,9,Missing in Alt,Wetlands/Swamps/Marshes,Oceanic,-1,5,Trade Port,No,River,No,OK,"Farm5, wetlands, oceanic, base_port_level_1, irrigation_river",,,,,,,
Tulifurdum,,,,Angrivaria,,Germania,,9,Missing in Alt,Forest,Oceanic,0,6,No port,Yes,River,No,OK,"Farm6, forest, oceanic, rivertrade, irrigation_river",tulifurnum?,,,,,,
Atmonium,,,,Atmonia_Vetus,,Germania,,9,Missing in Alt,Wetlands/Swamps/Marshes,Continental,0,5,Trade Port,No,Lake,No,OK,"Farm5, wetlands, continental, base_port_level_1, irrigation_lake",,,,,,,
Betasium,,,,Betasia,,Germania,,9,Missing in Alt,Forest,Oceanic,-1,5,No port,Yes,River,No,OK,"Farm5, forest, oceanic, rivertrade, irrigation_river",,,,,,,
Munitium,,,,Bructeria_Minor,,Germania,,9,Missing in Alt,Grassland,Oceanic,-2,7,No port,Yes,River,No,OK,"Farm7, grassland, oceanic, rivertrade, irrigation_river",,,,,,,
Caerosium,,,,Caerosia-Paemania,,Germania,,9,Missing in Alt,Hills,Temperate,-1,5,No port,No,River,No,OK,"Farm5, hills, temperate, irrigation_river",,,,,,,
Cistuia,,,,Caulcia-Campsiania,,Germania,,9,Missing in Alt,Forest,Oceanic,0,6,Trade Port,No,River,No,OK,"Farm6, forest, oceanic, base_port_level_1, irrigation_river",,,,,,,
Chasuarium,,,,Chasuaria-Dulgubnia,,Germania,,9,Missing in Alt,Forest,Oceanic,-1,5,No port,No,Springs,No,OK,"Farm5, forest, oceanic, irrigation_springs",,,,,,,
Chattuarium,,,,Chattuaria,,Germania,,9,Missing in Alt,Grassland,Oceanic,-2,7,No port,Yes,River,No,OK,"Farm7, grassland, oceanic, rivertrade, irrigation_river",,,,,,,
Antunnacum,,,,Condrusia-Segnia,,Germania,,9,Missing in Alt,Hills,Temperate,0,6,No port,Yes,River,No,OK,"Farm6, hills, temperate, rivertrade, irrigation_river",,,,,,,
Budoris,,,,Cugernia_Vetus,,Germania,,9,Missing in Alt,Hills,Temperate,-1,5,No port,No,River,No,OK,"Farm5, hills, temperate, irrigation_river",,,,,,,
Dulgubnium,,,,Dulgubnia,,Germania,,9,Last Cut,,,,,,,,,,#N/A,,,,,,,
Harudium,,,,Harudia,,Germania,,9,Missing in Alt,Wetlands/Swamps/Marshes,Oceanic,-1,5,Trade Port,No,Lake,No,OK,"Farm5, wetlands, oceanic, base_port_level_1, irrigation_lake",,,,,,,
Alisum,,,,Marsia_Vetus,,Germania,,9,Missing in Alt,Forest,Oceanic,0,6,No port,No,River,No,OK,"Farm6, forest, oceanic, irrigation_river",,,,,,,
Marvingium,Marvingium,Germania,Central Germania,Marvingia_Vetus,Marvingia_Vetus,Germania,Germania,9,,Grassland,Continental,-1,7,No port,No,Lake,No,OK,"Farm7, grassland, continental, irrigation_lake",,,,,,,
Mugilonium-Sibinium,Sibinium,Germania,Central Germania,Mugilonia-Sibinia,Sibinia,Germania,Germania,9,,River Valley,Continental,-2,7,No port,Yes,River,No,OK,"Farm7, river_valley, continental, rivertrade, irrigation_river",,,,,,,
Paemanium,,,,Paemania,,Germania,,9,Last Cut,,,,,,,,,,#N/A,,,,,,,
Reudignium,,,,Reudignia,,Germania,,9,Missing in Alt,Forest,Oceanic,0,6,Shipwright,Yes,River,No,OK,"Farm6, forest, oceanic, base_port_level_2, rivertrade, irrigation_river",,,,,,,
Segnium,,,,Segnia,,Germania,,9,Last Cut,,,,,,,,,,#N/A,,,,,,,
,Viritium,Germania,Upper Germania,,Sidonia_Vetus,Germania,Germania,9,Not in Main Map,,,,,,,,,,#N/A,,,,,,,
Sturium-Marsacium,,,,Sturia-Marsacia,,Germania,,9,Missing in Alt,Wetlands/Swamps/Marshes,Oceanic,-2,4,Shipwright,No,Lake,No,OK,"Farm4, wetlands, oceanic, base_port_level_2, irrigation_lake",,,,,,,
Sunicium-Texandrium,,,,Sunicia-Texandria,,Germania,,9,Missing in Alt,Wetlands/Swamps/Marshes,Oceanic,0,6,Trade Port,Yes,River,No,OK,"Farm6, wetlands, oceanic, base_port_level_1, rivertrade, irrigation_river",,,,,,,
Teutonium,Teutonium,Germania,Scandinavia,Teutonia,Teutonia,Germania,Germania,9,,Grassland,Continental,-2,6,Shipwright,No,River,No,OK,"Farm6, grassland, continental, base_port_level_2, irrigation_river",,,,,,,
Asciburgium,,,,Tubantia,,Germania,,9,Missing in Alt,Forest,Oceanic,-1,5,No port,Yes,River,No,OK,"Farm5, forest, oceanic, rivertrade, irrigation_river",,,,,,,
Zumium,,,,Zumia,,Germania,,9,Missing in Alt,Hills,Continental,1,6,No port,Yes,River,No,OK,"Farm6, hills, continental, rivertrade, irrigation_river",,,,,,,
Sitonium,,,,Sitonia,,Germania,,9,Missing in Alt,Forest,Sub-artic,1,4,Trade Port,Yes,Lake,No,OK,"Farm4, forest, sub_artic, base_port_level_1, rivertrade, irrigation_lake",,,,,,,
PANNONIA,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquincum,Aquincum,Germania,Lower Germania,Eraviscia,Eraviscia,Pannonia,Germania,9,Wrong Area,Floodplains/Delta,Continental,-1,10,No port,Yes,River,No,OK,"Farm10, floodplains_delta, continental, rivertrade, irrigation_river",,,,,,,
Singidounon,Singidounon,Illyria,Scordisci,Skordiskia,Skordiskia,Pannonia,Pannonia,10,,River Valley,Continental,1,10,No port,Yes,River,Yes,OK,"Farm10, river_valley, continental, rivertrade, irrigation_river",,,,,,,
Poetovio,Poetovio,Germania,Lower Germania,Tauriscia,Tauriscia,Pannonia,Germania,9,Wrong Area,Forest,Continental,1,6,No port,Yes,River,No,OK,"Farm6, forest, continental, rivertrade, irrigation_river",,,,,,,
Sirmion,Sirmion,Illyria,Scordisci,Sirmia,Sirmia,Pannonia,Pannonia,10,,River Valley,Temperate,-1,9,No port,Yes,River,No,OK,"Farm9, river_valley, temperate, rivertrade, irrigation_river",,,,,,,
